university,program,degree,gap_skill,job_frequency,relevant_roles
Université Française en Arménie,Computer Science,Bachelor,IT Auditing,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Group Policy,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Analytics,6,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Cloud Security,3,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Distributed Systems,34,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Project Based Learning,4,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Design for Testability (DFT),9,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Okta,5,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,pytest,5,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Microsoft Project,3,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,App Preview Video,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Video Surveillance Systems,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Apache Spark,9,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Chroma Keying,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Figma,17,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Incident Management,4,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Safety Procedures,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Security Auditing,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Okta Universal Directory,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,DevSecOps,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Dashboard Development,9,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,App Store Optimization,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,AI-Driven Design Software,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Test Case Design,4,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,ASP.NET Core,18,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Circuit Board Layout,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Risk Management,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Static Application Security Testing (SAST),1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,PowerShell,6,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Windows Server,4,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Docker,51,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,ABAP,8,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,App Icon Design,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Active Directory,7,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Clock Tree Synthesis,5,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Cloud Platforms,20,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Real-Time Data Processing,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,VMware,7,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,SAP S/4HANA,15,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Adobe Creative Cloud,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Mobile Application Testing,6,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Electrical Systems,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Curriculum Development,3,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Microsoft Azure,27,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Bash,9,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Azure DevOps,9,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Layout Versus Schematic (LVS),3,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,SystemVerilog,5,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Single Sign-On,3,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Tableau,8,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,SDC,5,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Fortinet,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Qualitative Analysis,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,ELK Stack,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,CCTV Systems,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Virtual Private Network,4,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Incident Response,4,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Single Page Application,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Jenkins,15,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Adobe Photoshop,3,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Calibre DRC,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Grafana,10,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,ISO 27001,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Splunk,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Mobile-First Design,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Adobe Illustrator,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Power Performance Area (PPA) Optimization,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Burp Suite,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Equipment Installation,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,LDAP,5,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,HDMI,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Threat Intelligence,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Application Security,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Floorplanning,4,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Datadog,5,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Cisco,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Account Management,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Angular,20,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,ABAP Core Data Services,3,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,CSS,23,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Cybersecurity,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Bug Bounty Programs,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Compliance,4,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Broadcast Equipment,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Hardware Troubleshooting,6,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Quantitative Research Methods,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Low-Latency Systems,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,"GRC (Governance, Risk & Compliance)",1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,AWS,73,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Verilog,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Retrieval-Augmented Generation,12,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,SAP Configuration,8,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,RTL Design,6,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Ansible,5,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Backend Development,25,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Tcl,15,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Mobile Application Design,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Selenium,11,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,E-Commerce,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,ASIC Design,13,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Microsoft System Center Configuration Manager,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Privilege Escalation,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Competitor Analysis,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,DevOps,16,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Web and Mobile Design,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Jira,19,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Print Design,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,TypeScript,78,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,VLSI,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,SoC Design,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Functional Testing,7,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,HTML5,8,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,ETL,16,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,SAP Sales and Distribution,3,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Perl,7,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,macOS,5,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Conversion Rate Optimization,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Data Center Infrastructure Management (DCIM),5,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,UX Motion Design,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Digital Forensics,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,HTML,13,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,VLANs,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,PHP,24,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Apache Airflow,10,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Compliance Frameworks,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Telecommunications,2,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,EM/IR Analysis,4,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Mobile Security,1,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Cadence Virtuoso,3,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
Université Française en Arménie,Computer Science,Bachelor,Signal Integrity,3,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design"
